Date and time of GPS data in UTC, FileName GPS signal acquisition time
Date (mm/dd/yyyy),Time,Num Satellites,Position Uncertainty (m),Latitude (Deg N),Longitude (Deg W),Speed (kts),Heading (Deg N),Course (Deg N),Volts port,Amps port,charge (%) port,StatorTemp (C) port,PCBTep (C) port,Error Code port,Volts stbd,Amps stbd,charge (%) stbd,StatorTemp (C) stbd,PCBTep (C) stbd,Error Code stbd
01/03/2022,21:24:36.000,16,1,30.3489,-89.075,1.14148,187.689,210.495,27.6,0.6,89,46,46,0,27.58,0.3,83,42,42,0
01/03/2022,21:24:37.000,16,1,30.3489,-89.075,0.56832,189.084,212.712,27.58,0.8,89,46,46,0,27.55,0.4,83,42,42,0
01/03/2022,21:24:37.999,16,1,30.3489,-89.075,0.961767,190.881,205.115,27.58,0.3,89,45,45,0,27.6,0.6,83,42,42,0
01/03/2022,21:24:38.999,16,1,30.3489,-89.075,0.766142,192.445,227.159,27.6,0.1,89,45,45,0,27.6,0.1,83,42,42,0
01/03/2022,21:24:41.000,16,1,30.3489,-89.075,0.867367,195.051,208.805,27.6,0.1,89,45,45,0,27.58,0.1,83,42,42,0
01/03/2022,21:24:41.999,16,1,30.3489,-89.075,0.62909,194.909,209.02,27.6,0.9,89,45,45,0,27.58,0.7,83,42,42,0
01/03/2022,21:24:42.999,16,1,30.3489,-89.075,0.975726,195.295,215.432,27.6,0,89,45,45,0,27.58,0.4,83,42,42,0
01/03/2022,21:24:44.000,16,1,30.3489,-89.075,0.722547,195.886,230.787,27.61,0,89,45,45,0,27.58,0.4,83,42,42,0
01/03/2022,21:24:44.999,16,1,30.3489,-89.075,1.01055,195.188,215.922,27.58,0.6,89,45,45,0,27.58,0.4,83,42,42,0
01/03/2022,21:24:46.000,16,1,30.3489,-89.075,0.553998,195.018,208.274,27.6,0.1,89,45,45,0,27.6,0.3,83,41,41,0
01/03/2022,21:24:46.999,16,1,30.3489,-89.075,0.872089,195.073,219.936,27.57,0.4,89,45,45,0,27.61,0.6,83,41,41,0
01/03/2022,21:24:48.000,16,1,30.3489,-89.075,0.981395,194.995,225,27.61,0,89,45,45,0,27.6,0,83,41,41,0
01/03/2022,21:24:49.000,16,1,30.3489,-89.075,0.788416,194.821,211.182,27.6,0,89,45,45,0,27.61,0,83,41,41,0
01/03/2022,21:24:51.199,16,1,30.3489,-89.075,0.855934,194.305,227.761,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2022,21:24:52.000,16,1,30.3489,-89.075,0.896026,194.406,213.587,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2022,21:24:53.000,16,1,30.3489,-89.075,0.834584,193.802,207.162,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2022,21:24:53.999,16,1,30.3489,-89.075,1.04462,193.082,222.059,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2022,21:24:55.200,16,1,30.3489,-89.075,0.771107,192.768,210.444,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2022,21:24:56.200,16,1,30.3488,-89.0751,0.980301,191.96,208.547,0,0,0,0,0,0,27.63,0,0,0,0,0
01/03/2022,21:24:57.200,16,1,30.3488,-89.0751,0.855786,192.041,218.822,27.61,0,0,0,0,0,27.6,0,83,41,41,0
01/03/2022,21:24:58.199,16,1,30.3488,-89.0751,0.922571,191.427,218.584,27.63,0,0,0,0,0,27.61,0,83,41,41,0
01/03/2022,21:24:59.200,16,1,30.3488,-89.0751,0.823441,190.808,210.5,27.61,0,89,44,44,0,27.61,0,83,40,40,0
01/03/2022,21:25:01.200,16,1,30.3488,-89.0751,0.906799,188.756,222.307,27.64,0,89,43,43,0,27.61,0,83,40,40,0
01/03/2022,21:25:02.200,16,1,30.3488,-89.0751,1.10836,187.046,199.039,27.63,0,89,43,43,0,27.6,0,83,40,40,0
01/03/2022,21:25:03.200,16,1,30.3488,-89.0751,0.711108,186.18,217.559,27.61,0,89,43,43,0,27.63,0,83,40,40,0
01/03/2022,21:25:04.200,16,1,30.3488,-89.0751,1.00581,184.645,206.268,27.61,0,89,43,43,0,27.64,0,83,40,40,0
01/03/2022,21:25:05.200,16,1,30.3488,-89.0751,0.810206,183.337,206.811,27.61,0,89,43,43,0,27.63,0,83,40,40,0
01/03/2022,21:25:06.200,16,1,30.3488,-89.0751,0.900168,182.275,217.984,27.63,0,89,43,43,0,27.61,0,83,40,40,0
01/03/2022,21:25:07.200,16,1,30.3488,-89.0751,0.935975,181.55,195.046,27.63,0,89,43,43,0,27.6,0,83,40,40,0
01/03/2022,21:25:08.200,16,1,30.3488,-89.0751,0.657397,180.582,210.964,27.61,0,89,43,43,0,27.61,0,83,40,40,0
01/03/2022,21:25:09.200,16,1,30.3488,-89.0751,1.07012,180.863,206.658,27.61,0,89,43,43,0,27.61,0,83,40,40,0
01/03/2022,21:25:11.200,16,1,30.3488,-89.0751,1.19095,180.593,211.926,27.63,0,89,42,42,0,27.61,0,83,40,40,0
01/03/2022,21:25:12.200,16,1,30.3488,-89.0751,0.837082,180.785,202.098,27.63,0,89,42,42,0,27.63,0,83,40,40,0
01/03/2022,21:25:13.200,16,1,30.3488,-89.0751,0.891748,179.654,213.17,27.64,0,89,42,42,0,27.61,0,83,39,39,0
01/03/2022,21:25:14.200,16,1,30.3488,-89.0751,0.918672,178.858,213.522,27.61,0,89,42,42,0,27.63,0,83,39,39,0
01/03/2022,21:25:15.200,16,1,30.3488,-89.0751,0.823404,179.341,207.714,27.63,0,89,42,42,0,27.63,0,83,39,39,0
01/03/2022,21:25:16.399,16,1,30.3488,-89.0751,0.887118,179.107,227.042,27.61,0,89,42,42,0,27.61,0,83,39,39,0
01/03/2022,21:25:17.200,16,1,30.3488,-89.0751,1.06616,179.775,205.023,27.64,0,89,42,42,0,27.61,0,83,39,39,0
01/03/2022,21:25:18.399,16,1,30.3488,-89.0751,0.722431,180.215,222.274,27.64,0,89,42,42,0,27.61,0,83,39,39,0
01/03/2022,21:25:19.200,16,1,30.3488,-89.0751,1.15447,181.005,206.177,27.63,0,89,42,42,0,27.61,0,83,39,39,0
01/03/2022,21:25:21.399,16,1,30.3488,-89.0751,1.12589,182.39,205.68,27.63,0,89,42,42,0,27.61,0,83,39,39,0
01/03/2022,21:25:22.399,16,1,30.3488,-89.0751,0.901106,182.074,211.324,27.64,0,89,42,42,0,27.61,0,83,39,39,0
01/03/2022,21:25:23.399,16,1,30.3487,-89.0751,0.860794,183.502,210.387,27.63,0,89,42,42,0,27.63,0,83,39,39,0
01/03/2022,21:25:24.399,16,1,30.3487,-89.0751,0.973447,184.504,210.611,27.66,0,89,41,41,0,27.61,0,83,39,39,0
01/03/2022,21:25:25.399,16,1,30.3487,-89.0751,1.40229,185.121,203.011,27.19,24,89,41,41,0,27.22,23,83,39,39,0
01/03/2022,21:25:26.399,16,1,30.3487,-89.0751,2.98849,181.288,196.903,26.74,45.8,89,41,41,0,26.74,46.1,83,39,39,0
01/03/2022,21:25:27.400,16,1,30.3487,-89.0751,3.577,177.792,183.365,27.17,0,89,42,42,0,27.22,0,83,39,39,0
01/03/2022,21:25:28.399,16,1,30.3487,-89.0751,2.65488,176.74,190.249,27.63,0,89,42,42,0,27.61,0,83,39,39,0
01/03/2022,21:25:29.399,16,1,30.3487,-89.0751,1.99058,176.518,188.423,27.63,0,89,42,42,0,27.61,0,83,39,39,0
01/03/2022,21:25:31.399,16,1,30.3487,-89.0751,1.69671,176.659,196.712,27.6,0.4,89,42,42,0,27.6,0.6,83,39,39,0
01/03/2022,21:25:32.399,16,1,30.3487,-89.0751,2.60674,176.45,184.962,26.73,44.9,89,42,42,0,26.76,46.2,83,39,39,0
01/03/2022,21:25:33.400,16,1,30.3486,-89.0751,3.74757,177.165,182.557,26.62,51.3,89,42,42,0,26.68,51.3,83,39,39,0
01/03/2022,21:25:34.399,16,1,30.3486,-89.0751,3.95952,179.494,183.997,26.61,50.6,89,42,42,0,26.65,49.5,83,39,39,0
01/03/2022,21:25:35.399,16,1,30.3486,-89.0751,3.95817,185.181,185.467,26.59,50.4,89,42,42,0,26.65,51.6,83,39,39,0
01/03/2022,21:25:36.399,16,1,30.3486,-89.0751,4.02446,188.383,193.519,26.58,51.3,89,43,43,0,26.64,49.8,83,40,40,0
01/03/2022,21:25:37.399,16,1,30.3486,-89.0752,4.2987,190.811,194.187,26.58,51,89,43,43,0,26.65,51.1,83,40,40,0
01/03/2022,21:25:38.400,16,1,30.3486,-89.0752,4.39971,192.7,191.623,26.56,50.3,89,43,43,0,26.64,51,83,40,40,0
01/03/2022,21:25:39.400,16,1,30.3485,-89.0752,4.25768,196.962,193.922,26.55,50.8,89,44,44,0,26.62,50.1,83,41,41,0
01/03/2022,21:25:41.600,16,1,30.3485,-89.0752,4.34186,202.333,205.682,26.55,49.5,89,45,45,0,26.62,51,83,41,41,0
01/03/2022,21:25:42.399,16,1,30.3485,-89.0752,4.34569,204.48,204.272,26.53,50.1,89,45,45,0,26.61,52,83,42,42,0
01/03/2022,21:25:43.600,16,1,30.3485,-89.0752,4.33517,206.029,204.025,26.56,50.3,89,45,45,0,26.59,51.9,83,42,42,0
01/03/2022,21:25:44.399,16,1,30.3484,-89.0752,4.31258,206.472,205.468,26.53,49.7,89,46,46,0,26.59,52.2,83,42,42,0
01/03/2022,21:25:45.600,16,1,30.3484,-89.0752,4.45055,207.109,208.401,26.53,51.3,89,46,46,0,26.61,51.2,83,43,43,0
01/03/2022,21:25:46.600,16,1,30.3484,-89.0752,4.4386,208.619,210.473,26.53,50.2,89,46,46,0,26.59,51.7,83,43,43,0
01/03/2022,21:25:47.600,16,1,30.3484,-89.0752,4.29337,212.919,212.539,26.51,51.6,89,47,47,0,26.61,51.3,83,44,44,0
01/03/2022,21:25:48.600,16,0.9,30.3484,-89.0753,4.3352,216.971,215.75,26.53,50.6,89,47,47,0,26.59,51.6,83,44,44,0
01/03/2022,21:25:49.600,16,0.9,30.3484,-89.0753,4.26783,220.222,217.58,26.51,50,89,47,47,0,26.59,51.3,83,44,44,0
01/03/2022,21:25:51.599,16,0.9,30.3483,-89.0753,4.41114,224.291,223.393,26.51,49.5,89,48,48,0,26.59,50.8,83,45,45,0
01/03/2022,21:25:52.600,16,0.9,30.3483,-89.0753,4.45783,226.506,224.311,26.5,51.5,89,48,48,0,26.58,50.2,82,45,45,0
01/03/2022,21:25:53.600,16,0.9,30.3483,-89.0753,4.38213,227.344,225.575,26.48,51.4,89,48,48,0,26.56,0,82,45,45,0
01/03/2022,21:25:54.600,16,0.9,30.3483,-89.0753,4.23364,229.289,224.479,26.97,0,89,49,49,0,27.06,0,82,46,46,0
01/03/2022,21:25:55.600,16,0.9,30.3483,-89.0754,3.70662,230.588,230.106,26.97,27.6,89,49,49,0,27.02,27.8,82,46,46,0
01/03/2022,21:25:56.600,16,0.9,30.3483,-89.0754,4.26076,227.89,227.459,26.5,51.4,89,49,49,0,26.59,49.9,82,46,46,0
01/03/2022,21:25:57.599,16,0.9,30.3482,-89.0754,4.60036,230.407,227.397,26.5,50.4,89,49,49,0,26.56,51.5,82,46,46,0
01/03/2022,21:25:58.600,16,0.9,30.3482,-89.0754,4.59688,229.479,230.319,26.47,51,89,50,50,0,26.53,52.1,82,47,47,0
01/03/2022,21:25:59.600,16,0.9,30.3482,-89.0754,4.37916,229.43,228.797,26.5,51.1,89,50,50,0,26.55,51.1,82,47,47,0
01/03/2022,21:26:01.600,16,0.9,30.3482,-89.0755,4.49019,230.891,227.755,26.5,50.5,89,51,51,0,26.53,52.1,82,48,48,0
01/03/2022,21:26:02.600,16,0.9,30.3482,-89.0755,4.47566,229,231.542,26.47,50,89,51,51,0,26.55,52.7,82,48,48,0
01/03/2022,21:26:03.600,16,0.9,30.3482,-89.0755,4.43685,226.103,228.179,26.48,50.2,89,51,51,0,26.55,52.2,82,48,48,0
01/03/2022,21:26:04.600,16,0.9,30.3481,-89.0755,4.59273,224.586,222.067,26.5,51.8,89,51,51,0,26.56,52.3,82,48,48,0
01/03/2022,21:26:05.799,16,0.9,30.3481,-89.0755,4.68228,227.626,226.009,26.48,51.4,89,52,52,0,26.55,52.3,82,48,48,0
01/03/2022,21:26:06.600,16,0.8,30.3481,-89.0756,4.43769,229.215,228.658,26.47,50.8,89,52,52,0,26.55,52.9,82,49,49,0
01/03/2022,21:26:07.800,16,0.8,30.3481,-89.0756,4.31973,229.256,228.758,26.47,49.7,89,52,52,0,26.55,52.2,82,49,49,0
01/03/2022,21:26:08.600,16,0.8,30.3481,-89.0756,4.36052,229.914,228.651,26.47,51.6,89,52,52,0,26.55,52.7,82,49,49,0
01/03/2022,21:26:09.799,16,0.8,30.3481,-89.0756,4.53265,232.122,229.609,26.47,49.5,89,53,53,0,26.53,0,82,49,49,0
01/03/2022,21:26:11.799,16,0.8,30.3481,-89.0756,2.62796,232.15,227.578,27.4,4,89,53,53,0,27.43,3.6,82,50,50,0
01/03/2022,21:26:12.799,16,0.8,30.348,-89.0757,1.21142,227.753,236.055,26.64,41.6,89,53,53,0,26.76,40.5,82,50,50,0
01/03/2022,21:26:13.799,16,0.8,30.348,-89.0757,-0.339304,220.49,21.8624,26.58,44.4,89,53,53,0,26.62,45.7,82,50,50,0
01/03/2022,21:26:14.799,16,0.8,30.3481,-89.0757,-1.44325,217.507,44.6726,26.59,43.9,89,53,53,0,26.65,46,82,50,50,0
01/03/2022,21:26:15.799,16,0.8,30.3481,-89.0756,-1.69233,215.148,36.5935,26.56,44.6,89,54,54,0,26.65,45.7,82,51,51,0
01/03/2022,21:26:16.799,16,0.8,30.3481,-89.0756,-1.89131,214.717,30.3073,26.58,44.2,89,54,54,0,26.62,46.4,82,51,51,0
01/03/2022,21:26:17.799,16,0.8,30.3481,-89.0756,-2.05324,214.523,32.7874,26.56,45.2,89,54,54,0,26.61,47.5,82,51,51,0
01/03/2022,21:26:18.799,16,0.8,30.3481,-89.0756,-2.06765,215.669,34.2727,26.55,45.5,89,54,54,0,26.64,46.6,82,51,51,0
01/03/2022,21:26:19.799,16,0.8,30.3481,-89.0756,-2.1207,218.135,34.6952,26.58,45,89,55,55,0,26.61,46.5,82,51,51,0
01/03/2022,21:26:21.799,16,0.8,30.3481,-89.0756,-1.84188,220.898,45.4276,26.55,46.1,89,55,55,0,26.59,48.2,82,52,52,0
01/03/2022,21:26:22.799,16,0.8,30.3481,-89.0756,-1.87376,222.114,43.9492,27.34,0,89,55,55,0,27.38,0,82,52,52,0
01/03/2022,21:26:23.799,16,0.8,30.3481,-89.0756,-1.24185,222.738,40.7472,27.49,0,89,55,55,0,27.46,0,82,52,52,0
01/03/2022,21:26:24.799,16,0.8,30.3481,-89.0756,-0.686905,221.933,13.9183,27.49,0,89,55,55,0,27.49,0,82,52,52,0
01/03/2022,21:26:25.799,16,0.9,30.3481,-89.0756,0.263288,219.694,175.342,27.49,0,89,55,55,0,27.48,0,82,52,52,0
01/03/2022,21:26:26.800,16,0.9,30.3481,-89.0756,-0.30284,217.793,60.8025,27.49,0,89,55,55,0,27.48,0,82,52,52,0
01/03/2022,21:26:27.799,16,0.9,30.3481,-89.0756,0.39001,216.04,274.574,27.49,0,89,55,55,0,27.54,0,82,52,52,0
01/03/2022,21:26:28.799,16,0.9,30.3481,-89.0756,0.820337,213.918,196.803,27.51,0,89,55,55,0,27.55,0,82,52,52,0
01/03/2022,21:26:29.799,16,0.9,30.3481,-89.0756,0.290355,212.873,206.222,27.51,0,89,55,55,0,27.52,0,82,52,52,0
01/03/2022,21:26:31.799,16,0.9,30.3481,-89.0756,0.910668,206.917,219.978,27.52,0,89,55,55,0,27.49,0,82,52,52,0
01/03/2022,21:26:32.799,16,0.9,30.3481,-89.0756,0.834876,204.355,218.097,27.51,0,89,54,54,0,27.51,0,82,52,52,0
01/03/2022,21:26:33.999,16,0.9,30.3481,-89.0756,0.775056,200.729,208.622,27.52,0,89,54,54,0,27.51,0,82,51,51,0
01/03/2022,21:26:34.799,16,0.9,30.3481,-89.0756,1.09606,198.074,209.657,27.52,0,89,54,54,0,27.51,0,82,51,51,0
01/03/2022,21:26:35.999,16,0.9,30.3481,-89.0756,0.911595,195.751,226.469,27.54,0,89,54,54,0,27.54,0,82,51,51,0
01/03/2022,21:26:36.799,16,0.9,30.3481,-89.0756,1.77861,194.554,206.621,26.68,42.1,89,54,54,0,27.29,14.4,82,51,51,0
01/03/2022,21:26:38.000,16,0.9,30.3481,-89.0756,3.23048,191.262,200.169,26.59,45.5,89,54,54,0,26.67,48.4,82,51,51,0
01/03/2022,21:26:38.799,16,0.9,30.3481,-89.0756,4.01324,186.981,196.75,26.55,0,89,54,54,0,26.59,0,82,51,51,0
01/03/2022,21:26:39.999,16,0.9,30.348,-89.0756,4.19759,181.638,190.54,26.93,0,89,54,54,0,27.16,0,82,51,51,0
01/03/2022,21:26:42.000,16,0.9,30.348,-89.0756,2.01672,177.914,190.833,27.51,0,89,54,54,0,27.49,0,82,51,51,0
01/03/2022,21:26:43.000,16,0.9,30.348,-89.0756,1.79496,178.584,190.482,27.52,0,89,54,54,0,27.52,0,82,51,51,0
01/03/2022,21:26:43.999,16,0.9,30.348,-89.0756,1.5294,178.468,203.046,27.52,0,89,54,54,0,27.51,0,82,51,51,0
01/03/2022,21:26:44.999,16,0.9,30.348,-89.0756,1.44876,179.397,205.087,27.52,0,89,54,54,0,27.51,0,82,51,51,0
01/03/2022,21:26:46.000,16,0.9,30.348,-89.0757,1.28365,179.734,191.974,27.52,0,89,54,54,0,27.51,0,82,51,51,0
01/03/2022,21:26:47.000,16,0.9,30.348,-89.0757,1.05628,180.237,209.915,27.54,0,89,54,54,0,27.54,0,82,51,51,0
01/03/2022,21:26:47.999,16,0.9,30.348,-89.0757,1.17832,181.493,209.229,27.52,0,89,53,53,0,27.51,0,82,51,51,0
01/03/2022,21:26:48.999,16,0.9,30.348,-89.0757,1.11285,183.038,207.46,27.54,0,89,53,53,0,27.51,0,82,51,51,0
01/03/2022,21:26:50.000,16,0.9,30.348,-89.0757,1.00324,185.086,209.993,27.52,0,89,53,53,0,27.51,0,82,50,50,0
01/03/2022,21:26:52.000,16,1,30.348,-89.0757,2.64406,187,196.97,26.62,45.3,89,53,53,0,26.71,45.2,82,50,50,0
01/03/2022,21:26:52.999,16,1,30.3479,-89.0757,3.48743,190.659,194.493,26.59,47.7,89,53,53,0,26.64,47.1,82,50,50,0
01/03/2022,21:26:54.000,16,1,30.3479,-89.0757,3.83186,193.221,193.226,26.53,48.4,89,53,53,0,26.61,51.2,82,50,50,0
01/03/2022,21:26:55.000,16,1,30.3479,-89.0757,4.04818,194.92,197.147,26.53,47.9,89,53,53,0,26.59,51.4,82,50,50,0
01/03/2022,21:26:55.999,16,1,30.3479,-89.0757,4.04626,196.374,197.704,26.51,49.2,89,53,53,0,26.58,51.3,82,50,50,0
01/03/2022,21:26:57.200,16,1,30.3479,-89.0757,4.19335,198.104,200.997,26.5,49.7,89,54,54,0,26.59,50,82,51,51,0
01/03/2022,21:26:57.999,16,1,30.3478,-89.0757,4.37484,201.533,202.52,26.48,50.8,89,54,54,0,26.56,51.1,82,51,51,0
01/03/2022,21:26:59.200,16,1,30.3478,-89.0757,4.32177,204.361,204.755,26.48,51.3,89,54,54,0,26.55,52.2,82,51,51,0
01/03/2022,21:26:59.999,16,1,30.3478,-89.0757,4.23007,205.344,206.53,26.48,50.5,89,54,54,0,26.56,51,82,52,52,0
01/03/2022,21:27:02.200,16,1,30.3478,-89.0758,4.42415,207.154,208.614,26.48,49.5,89,55,55,0,26.55,50.8,82,52,52,0
01/03/2022,21:27:03.200,16,1,30.3478,-89.0758,4.43902,209.725,210.034,26.5,50.4,89,55,55,0,26.53,52.7,82,52,52,0
01/03/2022,21:27:04.199,16,1,30.3477,-89.0758,4.35221,214.069,209.485,26.47,50.6,89,55,55,0,26.53,50.8,82,53,53,0
01/03/2022,21:27:05.200,16,1,30.3477,-89.0758,4.12849,216.217,219.153,26.47,50.2,89,56,56,0,26.55,50.8,82,53,53,0
01/03/2022,21:27:06.200,16,0.9,30.3477,-89.0758,4.31922,218.092,216.767,26.47,50.1,89,56,56,0,26.55,51.4,82,53,53,0
01/03/2022,21:27:07.200,16,0.9,30.3477,-89.0758,4.36637,219.49,218.457,26.48,48.8,88,56,56,0,26.53,52.4,82,53,53,0
01/03/2022,21:27:08.200,16,0.9,30.3477,-89.0758,4.38382,221.946,223.311,26.45,51.1,88,57,57,0,26.51,52.2,82,54,54,0
01/03/2022,21:27:09.200,16,0.9,30.3477,-89.0758,4.30632,224.659,224.945,26.45,49.8,88,57,57,0,26.53,51.9,82,54,54,0
01/03/2022,21:27:10.199,16,0.9,30.3476,-89.0759,4.24054,226.157,226.56,26.47,50.1,88,57,57,0,26.53,51.9,82,54,54,0
01/03/2022,21:27:12.200,16,0.9,30.3476,-89.0759,4.48083,230.667,227.444,26.45,50.1,88,58,58,0,26.53,51,82,55,55,0
01/03/2022,21:27:13.200,16,0.9,30.3476,-89.0759,4.31129,231.763,231.885,26.45,50.2,88,58,58,0,26.51,51.4,82,55,55,0
01/03/2022,21:27:14.200,16,0.9,30.3476,-89.0759,4.13625,232.224,231.487,26.45,50.9,88,58,58,0,26.5,51.7,82,55,55,0
01/03/2022,21:27:15.200,16,0.9,30.3476,-89.076,4.24745,232.978,230.292,26.47,50.5,88,59,59,0,26.53,51.7,82,55,55,0
01/03/2022,21:27:16.200,16,0.8,30.3476,-89.076,4.46602,236.318,234.352,26.45,49.2,88,59,59,0,26.5,52.3,82,56,56,0
01/03/2022,21:27:17.200,16,0.8,30.3476,-89.076,4.58742,239.838,236.195,26.44,50.1,88,59,59,0,26.51,52.2,82,56,56,0
01/03/2022,21:27:18.200,16,0.8,30.3475,-89.076,4.26468,241.016,239.999,26.44,49.4,88,59,59,0,26.5,51.5,82,56,56,0
01/03/2022,21:27:19.200,16,0.8,30.3475,-89.076,4.11138,241.612,237.257,26.45,48.7,88,59,59,0,26.51,51,82,56,56,0
01/03/2022,21:27:20.200,16,0.8,30.3475,-89.0761,4.41214,242.719,237.157,26.45,50.6,88,60,60,0,26.5,52.1,82,57,57,0
01/03/2022,21:27:22.200,16,0.8,30.3475,-89.0761,4.32944,247.124,242.802,26.42,50,88,60,60,0,26.48,52.7,82,57,57,0
01/03/2022,21:27:23.399,16,0.8,30.3475,-89.0761,4.09047,246.868,246.651,26.47,48.7,88,60,60,0,26.5,50,82,58,58,0
01/03/2022,21:27:24.198,16,0.8,30.3475,-89.0761,4.44736,249.369,245.384,26.47,49.5,88,61,61,0,26.51,48.9,82,58,58,0
01/03/2022,21:27:25.399,16,0.8,30.3475,-89.0762,4.45638,250.561,244.083,26.45,50.2,88,61,61,0,26.5,52.4,82,58,58,0
01/03/2022,21:27:26.198,16,0.8,30.3475,-89.0762,4.36115,251.934,248.123,26.42,50.1,88,61,61,0,26.47,52.7,82,58,58,0
01/03/2022,21:27:27.399,16,0.8,30.3475,-89.0762,4.26262,252.09,249.499,26.44,50.4,88,61,61,0,26.51,51,82,58,58,0
01/03/2022,21:27:28.399,16,0.8,30.3475,-89.0762,4.25575,252.961,250.439,26.45,49.2,88,62,62,0,26.5,50.8,82,59,59,0
01/03/2022,21:27:29.399,16,0.8,30.3475,-89.0762,4.32245,253.724,249.438,26.45,50.8,88,62,62,0,26.5,51.5,82,59,59,0
01/03/2022,21:27:30.398,16,0.8,30.3474,-89.0763,4.36076,257.408,253.956,26.44,49.4,88,62,62,0,26.48,51.6,82,59,59,0
01/03/2022,21:27:32.399,16,0.8,30.3474,-89.0763,4.34104,260.097,251.273,26.44,51,88,63,63,0,26.5,51,82,60,60,0
01/03/2022,21:27:33.398,16,0.8,30.3474,-89.0763,4.30532,260.431,264.325,26.44,51.2,88,63,63,0,26.47,51.4,82,60,60,0
01/03/2022,21:27:34.398,16,0.8,30.3474,-89.0764,4.349,263.214,251.768,26.45,47.4,88,63,63,0,26.5,51.9,82,60,60,0
01/03/2022,21:27:35.399,16,0.8,30.3474,-89.0764,4.40683,264.826,260.351,26.45,51.3,88,63,63,0,26.5,50.2,82,60,60,0
01/03/2022,21:27:36.399,16,0.8,30.3474,-89.0764,4.29305,265.461,258.217,26.44,52.4,88,63,63,0,26.47,51.8,82,60,60,0
01/03/2022,21:27:37.399,16,0.8,30.3474,-89.0764,4.04571,265.987,260.375,26.42,51.9,88,64,64,0,26.5,50.3,82,61,61,0
01/03/2022,21:27:38.398,16,0.8,30.3474,-89.0764,4.16957,265.82,256.877,26.44,49.5,88,64,64,0,26.5,49,82,61,61,0
01/03/2022,21:27:39.398,16,0.8,30.3474,-89.0765,4.2139,266.841,265.131,26.44,51.4,88,64,64,0,26.47,50.2,82,61,61,0
01/03/2022,21:27:40.399,16,0.8,30.3474,-89.0765,4.5033,269.587,255.91,26.42,52.4,88,64,64,0,26.48,51.6,82,61,61,0
01/03/2022,21:27:42.399,16,0.8,30.3474,-89.0765,3.96822,270.589,262.088,26.44,50.8,88,65,65,0,26.48,50.4,82,62,62,0
01/03/2022,21:27:43.399,16,0.8,30.3474,-89.0766,4.30102,271.053,259.559,26.44,49.5,88,65,65,0,26.5,51.1,82,62,62,0
01/03/2022,21:27:44.399,16,0.9,30.3474,-89.0766,4.34069,273.568,270.385,26.44,48.7,88,65,65,0,26.5,49.7,82,62,62,0
01/03/2022,21:27:45.399,16,0.9,30.3474,-89.0766,4.35594,276.354,266.213,26.41,49.9,88,65,65,0,26.47,52.3,82,63,63,0
01/03/2022,21:27:46.399,16,0.9,30.3474,-89.0766,4.00734,276.143,266.19,26.42,49.5,88,66,66,0,26.5,50.1,82,63,63,0
01/03/2022,21:27:47.399,16,0.9,30.3474,-89.0767,4.08689,277.677,271.226,26.45,48.5,88,66,66,0,26.47,52.6,82,63,63,0
01/03/2022,21:27:48.598,16,0.9,30.3474,-89.0767,4.09584,278.759,269.483,26.42,51.3,88,66,66,0,26.47,50.2,82,63,63,0
01/03/2022,21:27:49.398,16,0.9,30.3474,-89.0767,4.1665,279.485,275.086,26.41,51,88,66,66,0,26.48,51.9,82,63,63,0
01/03/2022,21:27:50.598,16,0.9,30.3474,-89.0767,4.29348,279.554,266.236,26.41,0,88,66,66,0,26.45,0,82,64,64,0
01/03/2022,21:27:52.598,16,0.9,30.3474,-89.0768,3.58744,280.879,279.544,26.59,47.7,88,67,67,0,27.26,0,82,64,64,0
01/03/2022,21:27:53.598,16,0.9,30.3474,-89.0768,3.11497,284.001,286.309,26.58,49.8,88,67,67,0,27.22,3.4,82,64,64,0
01/03/2022,21:27:54.598,16,0.9,30.3474,-89.0768,2.82144,290.139,280.319,26.71,38.2,88,67,67,0,27.26,3.2,82,64,64,0
01/03/2022,21:27:55.598,16,0.9,30.3474,-89.0768,2.19669,294.257,279.371,27.34,3.8,88,67,67,0,27.35,2.7,82,64,64,0
01/03/2022,21:27:56.598,16,0.9,30.3474,-89.0768,2.68935,299.508,294.694,26.62,46.1,88,68,68,0,27.02,18.6,82,64,64,0
01/03/2022,21:27:57.598,16,0.9,30.3474,-89.0768,3.46331,302.11,291.121,26.44,51.1,88,68,68,0,26.51,52.5,82,64,64,0
01/03/2022,21:27:58.598,16,0.9,30.3474,-89.0769,3.56586,302.503,288.366,26.47,48.7,88,68,68,0,26.51,52.7,82,64,64,0
01/03/2022,21:27:59.598,16,0.9,30.3474,-89.0769,3.10867,302.962,296.437,27.17,0,88,68,68,0,27.17,12.8,82,64,64,0
01/03/2022,21:28:00.598,16,0.9,30.3474,-89.0769,2.32538,302.86,289.738,27.4,0,88,68,68,0,27.28,9,82,64,64,0
01/03/2022,21:28:02.599,16,0.9,30.3474,-89.0769,1.82377,295.8,275.443,27.42,0.3,88,68,68,0,27.31,8.8,82,64,64,0
